// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	Lost Hair	Each and every stand of this hair has spiritual traces on it.
11000067	Destructive_Sekhmet Puppet	Destructive Sekhmet's puppet.
11000068	Hot_Firo Puppet	You won't catch Firo, the man of action, without this puppet.
11000069	Hot_Phoenix Puppet	Phoenix's signature puppet! Don't say it looks like him!
11000070	Dreaming_Hecate Puppet	A puppet made in Hecate's dreams.
11000071	Neighborly_Cheoyong Puppet	A puppet modeled after Cheoyong, a rushing Child.
11000072	_Judas Puppet	A puppet of Judas, a man's man.
11000073	Night_Tiamat Puppet	A puppet modeled after the tyrant Tiamat, who swings her blade mercilessly.
11000074	Resurgent_Vulcan Puppet	A puppet of Vulcan that captures that classic Muppet feel.
11000075	Hearing_Arethusa Puppet	A puppet modeled after Arethusa, spirit of grass and leaves.
11000076	Frenzied_Baal Puppet	A puppet for Baal, who seems like he might destroy everything in sight.
11000077	Happy_Euros Puppet	A puppet of Euros for you and only you.
11000078	Mirage_Morgana Puppet	A puppet of Morgana, who vanishes like a mirage if she appears before you.
11000079	Charging_Atalanta Puppet	A puppet carrying Atalanta's hammer of justice.
11000080	Floral_Idun Puppet	A puppet of Idun, holding a sweet apple.
11000081	Running_Seshat Puppet	A puppet employed as the brilliant detective Seshat's assistant.
11000082	Abyssal_Tartarus Puppet	A puppet of Tartarus, who emerged from the abyss.
11000083	Zooming_Atropos Puppet	A puppet of the fortunate Atropos, who breaks jinxes.
11000084	Full Moon_Jana Puppet	A puppet of Jana, designed by a high-school girl trying to be edgy.
11000085	Cursed_Skuld Puppet	A puppet of Skuld, filled with a fated curse.
11000086	Lowly Nymph_Leuce Puppet	Leuce's puppet. It's become popular among adults as a stress reliever.
11000087	Warrior_Frigga Puppet	A puppet filled with Frigga's fighting spirit.
11000088	Mercenary_Hector Puppet	Hector's puppet. It's extremely durable.
11000089	Moonless_Artemis Puppet	A puppet modeled after Artemis.
11000090	Little_Korra Puppet	A puppet made by Korra, the puppeteer herself.
11000091	Dangerous_Fortuna Puppet	A competitive puppet modeled after Gambling Fortuna.
11000092	Lazy_Mayahuel Puppet	A puppet modeled after Mayahuel, the super-genius pretty-boy.
11000093	Delightful_Eos Puppet	A puppet modeled after Eos, girl of destruction.
11000094	Successful_Leda Puppet	A new puppet modeled after Leda.
11000095	Night_Selene Puppet	A puppet modeled after Selene, the goddess of the moon.
11000096	Roaming_Detective Girl Puppet	A puppet modeled after Detective Girl, who trails demons.
11000097	Dawn_Persephone Puppet	A properly dressed puppet that aids Persephone in negotiations.
11000098	Furious_Morrigan Puppet	A puppet that puts Morrigan's femininity front and center.
11000099	Melancholy_Neamhain Puppet	Neamhain's puppet. Contains poison.
11000100	Counterattack_Tisiphone Puppet	A puppet of Tisiphone, who exudes perilous allure.
11000101	Fragrant_Europa Puppet	A puppet of Europa, resembling a flower in full bloom.
11000102	Timid_Freesia Puppet	A puppet of Freesia, presented together with a letter.
11000103	Blooming_Erato Puppet	Erato's puppet. The scent of roses drifts about it.
11000104	Challenger_Ambrosia Puppet	A puppet that adores Ambrosia's cooking.
11000106	Explorer_Fenrir Puppet	A puppet modeled after Fenrir, a desert explorer.
11000107	Cheerful_Quirinus Puppet	This puppet is Quirinus's friend.
11000108	Artisanal_Calchas Puppet	Calchas' puppet. It seems like it'll be lucky.
11000109	Battlefield_Neith Puppet	A puppet of Neith, whose thirst for battle increases.
11000110	Bored_Melpomene Puppet	Melpomene's puppet. Your voice gets updated when equipped.
11000111	Sorrowful_Sonnet Puppet	A puppet of Sonnet, who fancies a performance that saddens the audience.
11000112	Loyal_Yaga Puppet	A puppet of Yaga, who follows witches around.
11000113	Meadow_Flora Puppet	Flora's puppet. It smells like wildflowers.
11000114	Night_Muse Puppet	Muse's puppet. Plays the guitar.
11000115	Floral_Pomona Puppet	A puppet of Pomona, who was hiding in flower petals.
11000116	Monolouging_Amor Puppet	A puppet of Amor, who brings love.
11000117	Stern_Thoth Puppet	A puppet modeled after the organized Thoth.
11000118	Android_Sarah Puppet	A puppet of Sarah, the innocent android.
11000119	Bound_Ishtar Puppet	A puppet of Ishtar, who tied herself up.
11000120	Cheerleader_Thalia Puppet	A puppet of Thalia, a cheerleader for puppets.
11000121	Wandering_Elysion Puppet	A puppet of Elysion in a swimsuit. Careful not to lose it.
11000122	Mirror_Victorix Puppet	A puppet of Victorix found in a vacant city. So, is it lucky or...?
11000123	Dawn_Guillotine Puppet	A puppet that assists Guillotine's activities.
11000124	Bound_Lady Puppet	A puppet resembling Mad Lady. Reconsider breaking its seal.
11000125	Dream_Halloween Puppet	A puppet made in Halloween's nightmares.
11000126	Hotblooded_Agamemnon Puppet	Agamemnon's puppet. Ready to fight, whenever and wherever.
11000127	Self-Righteous_Aten Puppet	A puppet of Aten, whose expression is unreadable.
11000128	Persistent_Flins Puppet	A puppet of Flins, a leather aficionado.
11000129	Armageddon_Titania Puppet	A sparkling puppet of Titania.
11000130	Harlequin_Inanna Puppet	A puppet modeled after Inanna, the evil villain.
11000131	Midsummer_Hebe Puppet	Hebe's puppet. It smells like the gin "Undying Love."
11000132	Shining_Yuna Puppet	A puppet of Yuna, filled with her tenderheartedness.
11000133	Foolhardy_Hermod Puppet	A puppet of Hermod found in a back alley.
11000134	Mimic_Isis Puppet	A puppet made by Isis, the national beauty herself.
11000135	Little Princess_Cybele Puppet	A puppet of Cybele, the little princess who tames beasts.
11000136	Silent_Zelos Puppet	A puppet of Zelos, who gave a mysterious smile.
11000137	Otherworldly_Merlin Puppet	Obtained a puppet of Merlin, the magician.
11000138	Hypnotic_El Dorado Puppet	El Dorado's puppet. It's 99% gold.
11000139	Uninvited_Rudolph Puppet	Rudolph's puppet, found in his bag.
11000140	Fake_Hat-Trick Puppet	Hat-Trick's very considerate puppet that pinpoints his weak point.
11000141	Fantasy_Daphne Puppet	A puppet of Daphne, who flew in from a distant utopia.
11000142	Lightning_Arges Puppet	Arges's puppet. Wait, why is it wet?
11000143	Militant_Hercules Puppet	A puppet of the ancient warrior Hercules.
11000144	Explosive_Danu Puppet	A puppet of the self-centered Danu. Touch her if you want to get burnt.
11000145	Night Festival_Typhon Puppet	A puppet made to match the spirit of Halloween.
11000146	Singing_Bast Puppet	A puppet of Bast made by tracing her hazy cat memories.
11000147	Dreaming_Unknown Puppet	A puppet of Unknown, made to awaken her from her dreams.
11000148	Beloved_Pietas Puppet	A puppet of Pietas, the veteran problem solver in a maid outfit.
11000149	Blocking_Tristan Puppet	A puppet of Tristan that bulked up alongside him.
11000150	Onlooker_Odysseus Puppet	A puppet that helps Odysseus recover from his work fatigue.
11000151	Guard_Ankh Puppet	Ankh's hardy puppet. It's completely indestructible.
11000152	Silent_Fairy Puppet	A puppet of Fairy that gives you Christmas nightmares.
11000153	Silent_Red Nose Puppet	A puppet of Red Nose, the fastest sleigh-puller in the world.
11000154	Zooming_Mars Puppet	A puppet modeled after a rampaging Mars.
11000155	Squandering_Hermes Puppet	A puppet of Hermes of the utmost quality.
11000156	Conceited_Hera Puppet	Hera's beloved puppet. It's still tiny.
11000157	Aimless_Pantheon Puppet	A puppet of the modest Pantheon.
11000158	Singing_Aria Puppet	A puppet modeled after Aria, the timeless pop star.
11000159	Smoldering_Hestia Puppet	A puppet modeled after Hestia of the flames.
11000160	Hesitant_Metis Puppet	Metis' puppet. It requires no explanation.
11000161	_Lan Fei Puppet	A puppet of Lan Fei, secretly traded in Harlem Street.
11000162	Exorcist_Nirrti Puppet	A puppet of Nirrti that embodies her heart.
11000163	Underground_Siren Puppet	A puppet of Siren she made for her fans.
11000164	Unknown_Thanatos Puppet	A puppet of Thanatos made with the colors of death and destruction.
11000165	Naive_Syrinx Puppet	A puppet of the kindhearted Syrinx.
11000166	Wild_Bastet Puppet	A puppet modeled after Bastet, who is not a cat.
11000167	Indecisive_Rusalka Puppet	A puppet modeled after Rusalka, who is free in the water.
11000168	Adventurer_Epona Puppet	A puppet modeled after Epona, courageous pioneer.
11000169	Autocratic_Elizabeth Puppet	A puppet modeled after Lady Elizabeth.
11000170	Dreaming_Naias Puppet	A puppet of Naias for use in the water. It's waterproof.
11000171	Small_Daoine Sidhe Puppet	A puppet modeled after Daoine Sidhe, a free-spirited kid.
11000172	_A.I Puppet	A.I's puppet. It's the reporter's speaking alter-ego.
11000173	Guardian_Red Cross Puppet	A puppet of Red Cross, filled with the dignity of a knight.
11000174	Preacher_Dana Puppet	A puppet modeled after Dana. Not just anyone can get one.
11000175	Western_Aurora Puppet	A puppet of Aurora, who burns bright like a newly formed star.
11000176	White Winged_Diablo Puppet	Diablo's puppet. It has four eyes.
11000177	Seething_Hades Puppet	A puppet of Hades, now only a head and wings after the rest burnt away.
11000178	Villainous_Abaddon Puppet	A puppet modeled after the fighting machine Abaddon.
11000179	Blue Shadow_Olga Puppet	A puppet of Olga in his nocturnal camouflage.
11000180	Cube_Moa Puppet	Multiple rolling cube puppets combined to form this puppet.
11000181	Composed_Midas Puppet	Midas's puppet. Perfect for a party.
11000182	Moonlight_Werewolf Puppet	A puppet of Werewolf, like the furtive shadow of a wolf.
11000183	Ice Blade_Ymir Puppet	A puppet of Ymir made from the coldest ice.
11000184	Righteous_Mafdet Puppet	The police are on your side. A puppet of Mafdet, ally of justice.
11000185	Info Broker_Brownie Puppet	A puppet of Brownie that gathers intel for her.
11000186	Harmony_Medb Puppet	A lovely puppet of a Halloween pop star.
11000187	Deceptive_Krampus Puppet	Krampus's puppet. Got it as a Christmas present.
11000188	Desert_Horus Puppet	A puppet of Horus, who fears neither heat nor sun.
11000189	Illusory_Durandal Puppet	Durandal's puppet. It's dripping with class.
11000191	Praying_Bari Puppet	A puppet of Bari, who prays to God.
11000192	Reincarnated_Willow Doryeong Puppet	A puppet made with Willow Doryeong's blue kimono.
11000193	Needfire_Demeter Puppet	A cute puppet that quells Demeter's anger.
11000194	Lost_Maat Puppet	A puppet of Maat, filled with the twisted faith of a zealot.
11000195	_Frej Puppet	Frej's puppet. It looks great in a mesh T-shirt.
11000196	Reigning_Medusa Puppet	A puppet that contains Medusa's grace.
11000197	Forbidden_Eve Puppet	Eve's puppet. Would be nice if it had a built-in GPS.
11000198	Sunny_Chang'e Puppet	A puppet of Chang'e, who recalls spring.
11000199	Ambitious_Mammon Puppet	A puppet of Mammon, dressed to the nines.
11000200	Experimental_Jupiter Puppet	A charming puppet every gentleman ought to have.
11000201	Transmigration_Cleopatra Puppet	A puppet of Cleopatra that takes Horus's tastes into account.
11000202	Indomitable_Jacheongbi Puppet	A puppet of Jacheongbi with some old-fashioned firearms.
11000204	Maid_Morgan Puppet	A Morgan puppet made by Verdelet.
11000205	Waiting_Verdelet Puppet	Verdelet's secretary puppet.
11000206	Magician_Ailill Puppet	Ailill's Halloween puppet.
11000207	Glorious_Myrina Puppet	Myrina's adorable puppet.
11000208	Blind Faith_Luin Puppet	A puppet of Luin.\Don't miss the cute silhouette.
11000209	Lady_Bathory Puppet	A puppet said to have been made by Bathory's companions.\It's an incredibly faithful recreation.
11000210	Guiding_Rita Puppet	Rita's puppet that dreams of a puppet-only heaven.\The accompanying snake is said to be a puppet as well.
11000211	Cynical_Tyrfing Puppet	A special knife for macarons belonging to Tyrfing's puppet.
11000212	Hypocrite_Babel Puppet	A clump of black cotton is concealed within this adorable puppet.
11000213	Mysterious_Saturn♥ Puppet	A puppet commemorating Saturn♥'s debut.\It sings when you touch it.
11000214	Hard Worker_Neptune♥ Puppet	A puppet commemorating Neptune♥'s debut.\Angel wings included.
11000215	Pretty_Mars♥ Puppet	A puppet commemorating Mars♥'s debut.\It has a sweet aroma.
11000216	Naive_Venus♥ Puppet	A puppet commemorating Venus♥'s debut.\The horn is its defining feature.
11000217	Saint_Nicole Puppet	A puppet found in Nicole's bag.\Could its bag contain an even smaller puppet?
11000218	Eye Catching Eshu Puppet	A puppet of Eshu with her wings open wide.\It is not capable of flight.
11000220	Gunslinger Hildr Puppet	A puppet for kids made by Hildr herself.
