// key	CHAT_
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c022_story2	ふむふむ…あ、いやいや？別に気にしてなんてないんですけど？\ほ、放っておいてくれていいっすよ。
c022_story3	うっは、超絶肩透かし！悪魔氏に期待したボクがバカだったっす！
c022_true1	どうしてこうなった。\…悪魔氏、ボクを解放してくれない？
c022_true2	魔王争奪戦だのなんだのうるさいんですけどー\放っといてくれませーん？
c022_true3	ゲーム機を充電するには電気が必要…\…んでもって、電気を使うには悪魔氏のコンセントが必要。\導き出される結論は…仲良くしてやってください！
c022_victory	天才に不可能などないのですよ！
c024_boss_long	来い！\弱肉強食の時代に生まれた哀れな子供たちよ！
c024_boss_short	さあ、宴を始めよう！
c024_ctskill	俺の前に跪け！
c024_death_1	ここで終わるような男だったというだけだ。
c024_death_2	ああ…できれば、あの頂を…見てみたかった…
c024_drive	とくと見よ！これが力の差だ！
c024_hit_1	ふん…
c024_hit_2	こんなものか？
c024_hit_3	中々やるな。
c024_prskill	幕を下ろすとしよう。
c024_skill	無残に散れ。
c024_spa	たまには、息抜きも悪くない。
c024_startbt	幕は開いた、始めよう。
c024_story1	初めて見る顔だな。
c024_story2	それでもお前は運がいい。
c024_story3	長く留まるつもりはなかったが…\とにかく、よろしく頼む。
c024_true1	真の王とは、どういうものなのか実のところ、まだよくわからん。だからこそ、俺自身で確かめるとしよう。
c024_true2	どちらが王になるのか…だと？\つまらないことを聞くな。
c024_true3	お前と慣れ合うつもりはない。\それはお前も同じだろう？
c024_victory	当然の結果だ。
c026_boss_long	しつこいよ！ぶっ壊しちゃうから！
c026_boss_short	オーロラに触らないで！
c026_ctskill	あっち行って！
c026_death_1	逃げる！オーロラ、逃げるもん…！
c026_death_2	うへへへへ…
c026_drive	あっちに行っちゃえー！
c026_hit_1	きゃああ！
c026_hit_2	うわっ
c026_hit_3	くうわ～～っ！
c026_prskill	触んなぁっ！
c026_skill	うへへへ～！
c026_spa	アクマさま～！\キレイキレイしてあげる〜。\ふふふ～！
c026_startbt	ウヒャヒャ！\たーのしー！\へへへへー！
c026_story1	アクマ…やだよ、やめてよう…オーロラのこと、閉じ込めるつもりなんでしょ…？
c026_story2	オーロラはひとりでいるの！閉じ込められるのは…いや！
c026_story3	塗るよー！塗るんだよおー！\へへへっ！可愛くしてあーげーるー！
c026_true1	さ、触らないで！怖い…アクマ、怖いよぅ。\このアクマも、オーロラを閉じ込めるつもり\なんだ…！
c026_true2	何で見つめるの…？気になっちゃうよ…\でも…オーロラも、アクマさまがいないと…ちょっと不安かも。
c026_true3	アクマさまなら…触ってもいいよ。オーロラのこと、守ってくれるんでしょ…？\オーロラ、アクマさまを信じる。信じてあげる！
c026_victory	勝った！ヘヘヘ！
c027_boss_long	ヒーローへの道は遠く険しい。
c027_boss_short	かかってこい、悪党！
c027_ctskill	容赦しない！
c027_death_1	正義の戦士、キンティアは絶対に負けたりしない！
c027_death_2	み、みんな。あとは頼んだよ…
c027_drive	悪いヤツは消えろ！
c027_hit_1	ぎゃっ！
c027_hit_2	ぐはっ！
c027_hit_3	イタッ！
c027_prskill	ボクを信じて！
c027_skill	はっ！
c027_spa	温泉、大激突！
c027_startbt	ヒーロー、キンティア登場！
c027_story1	はあ、ヒーローへの道は長く険しい。
c027_story2	…そんな願い、叶うはずないのに。
c027_story3	運命は残酷なもの…\でも友達にはなれるよね？
c027_true1	キミより美しい人は見たことがない。\ボクの想いを受け取ってくれる？
c027_true2	危険が迫っている時はいつでもボクを呼んでくれ。\何があっても必ず駆けつける！
c027_true3	キミの友達になりたい。ボクの望みは初めから\それだけだ。
c027_victory	ハハッ！感謝の言葉は必要ない。
c028_boss_long	このあたしと戦うつもり？美しさにやられても知らないわよ。
c028_boss_short	ふふ、負けたらあたしのしもべになってね♥
c028_ctskill	どきなさい！
c028_death_1	最後に酢豚とチャーハン…食べたかった…
c028_death_2	ははは…くっ……
c028_drive	その無礼、死をもって償いなさい！
c028_hit_1	きゃああ！
c028_hit_2	いったぁ～い
c028_hit_3	誰かあたしを守りなさい！
c028_prskill	無礼者！
c028_skill	近寄らないで！
c028_spa	はぁ、気持ちいい～♥…\な、何見てんのよ！\あたしを見ていいのは王子様だけよ！
c028_startbt	あたしの美貌から目が離せないみたいね！
c028_story1	ふん、使用人のくせにご主人様に何かしてもらおうとするなんて…\見上げた根性だわ！褒めてあげる！
c028_story2	…ケチ。
c028_story3	…そこまで怒らないでよ、ただの冗談よ！\でもまあ、ありがと。悪魔。
c028_true1	「レダ」じゃなくて「レダ姫」よ。\敬称はちゃんと付けて、\1日3食のご馳走も用意しなさい！
c028_true2	使用人は使用人らしく、あたしの世話をなさい。\もちろん、食事の準備もさせてあげる。光栄でしょ？
c028_true3	これからもあたしのことをちゃんと見てないと嫌よ。わかったら、ちゃんとお返事してね？
c028_victory	あたしのおかげね！跪いて、お礼を言いなさい！
c029_boss_long	わたくしは、悲しく彷徨う魂を導く光
c029_boss_short	光に導かれたのですか？
c029_ctskill	闇を照らして差し上げます。
c029_death_1	わたくしの光が弱すぎたのでしょうか…
c029_death_2	うっ…くはっ…
c029_drive	眩いほどに光り輝け！
c029_hit_1	ああっ！
c029_hit_2	これぐらい…
c029_hit_3	負けません！
c029_prskill	闇が深いほど、光は明るくなります。
c029_skill	光が必要ですか？
c029_spa	あら、水面に月が映ってますわ…綺麗ですわねぇ…
c029_startbt	ご主人様の征く道を、照らして差し上げます。
c029_story1	根拠として…まず、人間が想像する悪魔と\ご主人様の姿にはギャップがありますし。
c029_story2	あら、禁止令が出ちゃいましたわ。
c029_story3	ご主人様は誠実な方ですね。…わたくしは、あなたなら判断を間違えないと感じています。
c029_true1	闇に勝てないというのであれば、その闇ですらこの胸に抱きかかえましょう。
c029_true2	たとえ暗い道に迷っても、完全な闇はありません。\どんな場所にも光はあります。
c029_true3	ご主人様がもし迷ったら、わたくしという光を探してくださいませ。\きっと必ず、月のようにお傍に付き従っておりますから。
c029_victory	わたくしの光を、どうぞ道しるべとしてください
c030_boss_long	「そして誰もいなくなった」そんな状況だね！
c030_boss_short	犯人め！動くと撃つ！
c030_ctskill	おばあさまの名に懸けて！
c030_death_1	コールドケース…だね。
c030_death_2	あれ…？どこで間違えちゃった…かな…
c030_drive	Q.E.D…証明完了！
c030_hit_1	お見通しだよ！
c030_hit_2	ぐっ…
c030_hit_3	いたっ！
c030_prskill	証拠はこの手の中に！
c030_skill	どっかーん！
c030_spa	ふむ、難しい事件だね。このまま迷宮入りかな…
c030_startbt	探偵ならば、戦闘の心得もあるものだよ！
c030_story1	ボクみたいな優秀な探偵の助手がこんな情けないやつだなんて…\ワトソン教授とまではいかなくても、ボクの記録を残すためにももう少し勉強をだね…
c030_story2	ふふ、まるでパラドックスだね。興味深い問題だ！\キミはどんなチャイルドが「いいチャイルド」だと思う？
c030_story3	もしもキミが犯人側なら迷わず対峙する。\それでもいいの？
c030_true1	こんにちは、助手殿！\おやおや、その表情…まるで「ねじれた家」の子供みたいな顔だね！
c030_true2	聞いた？ボクの契約者、また新しい事件を解決したんだって。
c030_true3	こんにちは、助手殿！ボクたち、前より息ピッタリで相棒らしくなったよね。\まるで「シャーロックとワトソン」みたい。\しっかりついて来てね！これからもっと楽しくなるよ！
c030_victory	探偵が諦めたら、事件はそこで終わってしまう。
c031_boss_long	フレイニャは猫！猫は逃げる！
c031_boss_short	ニャニャニャーン
c031_ctskill	フレイニャが手伝うよ！
c031_death_1	フレイニャ、負けた…
c031_death_2	ご主人様に会えて、フレイニャは幸せだったニャ…
c031_drive	ニャン！いい感じ！
c031_hit_1	ううう…
c031_hit_2	痛いニャ！
c031_hit_3	ニャにすんニャ！
c031_prskill	まかせてニャ！
c031_skill	ニャンニャン、ニャニャニャン！
c031_spa	フレイニャは…猫…\でも…あったかいお湯が好きだニャン…
c031_startbt	ニャンニャン♪お散歩行くニャン？
c031_story1	フレイニャは…\ご主人様が猫だから好きなわけじゃ…ないニャ…
c031_story2	ご主人様…ひどい！
c031_story3	それが普通ニャ。だから、\ご主人様が好きだから甘えたい時もある…それも普通だから、それでいいのニャ。
c031_true1	ご主人様！ご主人様は何猫だニャ？
c031_true2	フレイニャはご主人様の猫！
c031_true3	初めて会った時も、その後も…フレイニャは\ずーっとご主人様についてきたニャン。\今日も明日も、フレイニャはご主人様についていくニャン！
c031_victory	なでなでしてニャン。
c032_boss_long	片づけて差し上げます！
c032_boss_short	忙しいですわ。
c032_ctskill	苦労しますよ。
c032_death_1	お許しください、ご主人様…
c032_death_2	はぁ～～～～う
c032_drive	仕上げです！
c032_hit_1	やあっ！
c032_hit_2	あいたっ！
c032_hit_3	いやっ！
c032_prskill	メチャクチャですね！
c032_skill	よいしょ！
c032_spa	ご主人様のために用意した温泉たまごです。
c032_startbt	アレクトだけ信じてください！
c032_story1	ああ、腰が痛い。あれ、ご主人様？
c032_story2	お任せください、ご主人様…
c032_story3	さぁ！これで本当に完成です！炒めプリンのチョコケーキ！
c032_true1	何でも言ってください！どんな事でも完璧にこなして見せます！
c032_true2	はあ…\やっぱりご主人様は私がいないとダメなのですね。
c032_true3	ご主人様こそアレクトに相応しい\完璧な主！ご主人様のチャイルドになれてよかったですわ！
c032_victory	ああ…体を動かしたせいで全身痛いですわ。
c033_boss_long	貴方も汚れを消し去りたいのですか？
c033_boss_short	清めましょう。
c033_ctskill	甘く見ましたね。
c033_death_1	信じられない…こんな…
c033_death_2	ウワッ。
