// key	CHAT_SPA_
sc001_spa_1	Whew...\Nothing like a little self-care ♥
sc068_spa_2	You want to know my secret ingredient? The key word here is "secret," you know. ...Oh, what the heck, I'll tell you. What makes me so special is...my innate talent!
sc068_spa_3	I prepared an extra-special, extra-sweet treat for you! Are you excited, or what?
sc068_spa_4	What do you mean you're not sure about the flavor? That can't be right. Okay, next time I'm gonna make you a treat so good, your jaw will drop!
sc068_spa_max	Let me show you the secret sauce I put in my special Ambrosia dessert. That's right! It's the oh-so-sweet emotion found in girls who are shy about meeting their demons: first love! ♥
sc069_spa_1	Fancy meeting you here.
sc069_spa_2	All the other Childs have such cool masters. Why does mine have to be so... so... Well, like THIS?
sc069_spa_3	You're actually pretty crafty, aren't you, Master? You usually give off this idiotic vibe, but when it comes down to the wire, you always pull through.
sc069_spa_max	Hey! Are you okay with being a wannabe forever? Master, I know you're a way better candidate than most out there. Start acting like it!
sc072_spa_1	I mustn't let my guard down...
sc072_spa_2	Be honest, kid. You don't trust me, do you?
sc072_spa_3	Hey, kid, don't go off on your own like that. Jeez, what am I gonna do with you? Who knows what you might get yourself into?
sc072_spa_4	It's not like I'm watching your back so you'll thank me. ...What? No, I'm not embarrassed. It's just— Wait. Are you making fun of me?
sc072_spa_max	Look, I know you're probably sick of me being so overbearing. But it's my job to protect you. It's what I was born to do.
sc073_spa_1	This seems fine.
sc073_spa_2	Futile. Becoming a Child... Fighting... Everything is futile.
sc073_spa_3	Why must I live life to the fullest? I may be safe today, but what about tomorrow? Nobody knows what is to come.
sc073_spa_4	You obstinate demon. You do naught but complain. And yet you still bother with me.
sc073_spa_5	If all ends in emptiness, then I should at least do what I want, and chase my dreams.
sc073_spa_max	I'm a sluggard and a coward. If you don't lead the way, I'll simply have to stay right here.
sc074_spa_1	Liar!\You said this would feel good, but it's just a bunch of hot water!
sc074_spa_2	Mr. Demon! Did you forget again? The one I like is Ms. Mona, not you! ...Hey, what's with that face? Are you sulking?
sc074_spa_3	Mr. Demon! A little birdie told me that you think my cheering is annoying. Well? Be honest with me.
sc074_spa_4	Doing the same cheer is bound to get old, so I'm trying out a new version! All right, heeere goes! ...Hey, why are you plugging your ears?
sc074_spa_max	I'm surprised you're not brimming with energy every day from all the cheering I do. And the way you persevere in the face of such overwhelming laziness? It's amazing! ...Well? How's that for sarcasm?
sc082_spa_1	C-Can't say I was expecting this. I thought I'd be going in alone...
sc082_spa_2	Humans call the kind of relationship we have "friendship," right? I think I like that better than "Master and Child"!
sc082_spa_3	You're not actually a loner deep down, are you? Call it a hunch. If you really preferred being alone, you wouldn't spend so much time with your Childs.
sc082_spa_4	Oh, there you are. I had a feeling you were coming, so I've been expecting you for a while. My intuition's pretty spot-on, eh?
sc082_spa_max	I was thinking about how we met. Some might say it was the hand of fate at work. What would you call it, Master?
sc083_spa_1	What's on your mind, Daddy? Your face is all red.
sc083_spa_2	Why you mad? 'Cause my bazooka blasts—severely—and yours don't? It's just a little cannon fire! Don't be such a wimp!
sc083_spa_3	I'm basically just a kid, so you should be nicer to me, Daddy.
sc083_spa_4	So much lecturing lately. I don't have any practical skills? Well, it's only because I take after YOU so much, Daddy.
sc083_spa_max	Children grow from their parents' love. You need to give me lots more love, okay, Daddy? ♥
sc086_spa_1	Rub-a-dub-dub, thanks for the grub! *chomp*
sc086_spa_2	Do you have a stomachache? Wait, that stain on your shirt... You didn't eat the food I accidentally put frog poison into, did you?
sc086_spa_3	I'm always trying to come up with recipes you might like, Mr. Demon. This time, I started with bat claw soup, and then boiled some lizard tongues...
sc086_spa_max	Oh, me? I'm full just from watching you eat the food I make, Mr. Demon.
sc090_spa_1	Well? Come on in already.
sc090_spa_2	Repeat after me: GLORY TO VULCAN! *ahem* I can't hear you! Your proclamations are too quiet!
sc090_spa_3	There's only one way to make my greatness known far and wide, and that is for you to become the Archfiend!
sc090_spa_max	If you really are an Archfiend candidate, then you will stand up straight and walk proudly like one.
sc091_spa_1	Aaah... I haven't felt so relaxed in a long time.
sc091_spa_2	Master, I'll protect you,\no matter what.\You're still too weak.
sc091_spa_3	Are you uncomfortable with me helping you?\Well, too bad.\You remain too weak.
sc091_spa_4	One day, your generosity\will be your undoing, Master.
sc091_spa_5	Don't be afraid of presenting me tasks.\I exist to fulfill your will.
sc091_spa_max	As I exist for you,\you exist for me, Master.\How could I not\protect you?
sc095_spa_1	Aaah, I can almost feel my body melting away...
sc095_spa_2	Hmm, why is my master such a weakling? He always avoids sparring with me. Is it my destiny to be perpetually disappointed?
sc095_spa_3	Compared to other demons, Master's teachings are as unusual as they are difficult to follow. Still, I will put everything I have into internalizing them!
sc095_spa_max	So, you finally decided to spar with me. I hope you're ready! I'm gonna fight with everything I've got! This match'll be one for the history books!
sc099_spa_1	Lounging around a hot spring? This isn't metal at all!
sc099_spa_2	You should be thankful we met! If it wasn't for me, you wouldn't even know what true demonic spirit looks like!
sc099_spa_3	Oldies aren't my thing, but hey, if a fellow demon's into it, I'll give anything a shot. ...Huh? What the hell? Is this that idiot Aria's music? Dammit! She got me again!
sc099_spa_4	Stop fighting it. Embrace the spirit of metal! Hahaha! Nice—it suits you more than I thought it would!
sc099_spa_max	Muse said music is a conversation between souls. Perk up those ears and hear what my heart's got to say.
sc101_spa_1	Yeeeow, hot!
sc101_spa_2	Evil fiend! Messenger of hell! D-Don't come any closer!
sc101_spa_3	You're just trying to lead me down the path to evil! Well, it won't work! I won't listen to demons.
sc101_spa_4	I always believed that no one is born evil.
sc101_spa_5	Can a demon become kind if it learns to love? If I could rid your heart of evil, maybe you'd transform into something kind and pure...like an angel.
sc101_spa_max	So, even demons get lonely. You look like you need someone to care for you. Maybe I could help?
sc106_spa_1	What a wonderful place you've taken me to...\Maybe I can trust you a bit after all.
sc106_spa_2	By the way, I think I see a monkey-looking demon. Oh my, did you hear that? Hee-hee.
sc106_spa_3	I can't spend the rest of my life as some demon's Child. I have my own life to lead, after all. But until then, I'll help you however I can.
sc106_spa_max	Oh my! When did you and Watson start getting along? I'm a little jealous. Hm? It's not what it looks like, you say? Oh, come now. No need to be shy. Hee-hee.
sc107_spa_1	Tres bien! This is truly paradise...
sc107_spa_2	<color=ff1493>Godfather! Am I allowed in your heart now? <color=ff1493>Ah, how truly splendid. <color=ff1493>It's been a long time coming. <color=ff1493>I forgive all transgressions!
sc107_spa_3	<color=ff1493>Wherefore is my symbol the sunflower? <color=ff1493>Because of its zealous adoration of the sun, of course. <color=ff1493>My heart's wish to shine brighter <color=ff1493>and stand taller than all else <color=ff1493>gave it this form. Hahaha!
sc107_spa_max	<color=ff1493>Time for the show to begin! <color=ff1493>The greatest comedy the world has ever known! <color=ff1493>And in the leading roles, of course, <color=ff1493>are myself and my Godfather! <color=ff1493>History has never seen a greater pair of heroes!
sc110_spa_1	What are you looking at?\Don't do anything weird. Get outta here!
sc110_spa_2	Ziva's cooking is the best in the whole world, you know.\Not that that's why I married her.
sc110_spa_3	I'm Ziva's only Child.\And she's my only master.
sc110_spa_4	It seems Ziva's taken a liking to you.\Call me up whenever you want.\I'll help you out.
sc110_spa_5	
sc110_spa_max	A peaceful Infernal Realm?\That's crazy talk.\Now I see why Ziva likes you.
sc112_spa_1	If you think I've opened up to you just because you brought me to a mere hot spring...you're gravely mistaken.
sc112_spa_2	The succubi were saying I should obey you. Why, then, are you so quiet? Do you really think it doesn't matter how I treat you?
