// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	Cheveux tombés	Chacun des brins de ces cheveux montre des traces spirituelles.
11000006	Accablant_Basilic Marionnette	Une marionnette de Basilic, qui s'est adapté à la vie dans le désert.
11000007	Recrue_Bazooka Marionnette	Une marionnette faite du chapeau robuste de Bazooka.
11000008	Toxique_Ampoule Marionnette	Une marionnette d'Ampoule, qui renforce ses alliés.
11000009	Pimpant_Groom Marionnette	Une marionnette de Groom avec son haut-de-forme et son nœud papillon.
11000010	Résonnant_Charivari Marionnette	Une marionnette de Charivari, qui ne peut décidément pas ajuster son volume.
11000011	DJ_Hertz Marionnette	Une marionnette de Hertz, fan des classiques.
11000012	Terrifiant_Manti Marionnette	Une marionnette à l'image de la forme cauchemardesque de Manti.
11000013	Lapin fou_Malabar Marionnette	Une marionnette à l'image du monstre connu sous le nom de Malabar.
11000014	Basket_Combattant Marionnette	Une marionnette qui ressemble au poing d'acier de Combattant.
11000015	Surprenant_Mimic Marionnette	Une marionnette au trésor qui garde vos biens les plus précieux.
11000016	Impétueux_Coffreur Marionnette	Une marionnette de Coffreur. Créée à partir d'un trésor volé.
11000017	Loquaces_Pompons Marionnette	Une marionnette de Pompons. Faite de poils de chat recueillis à la main.
11000018	Frémissant_Veilleur Marionnette	Une marionnette de Veilleur, née de la fraîcheur de la neige.
11000019	Ardent_Veilleur Marionnette	Une marionnette de Veilleur, née des feux de l'enfer.
11000020	Palustre_Veilleur Marionnette	Une marionnette de Veilleur, née d'un marécage maudit.
11000021	Lumineux_Veilleur Marionnette	Une marionnette de Veilleur, née des yeux d'un démon.
11000022	Sombre_Veilleur Marionnette	Une marionnette de Veilleur, née des robes d'une sorcière.
11000023	Aquatique_Vengeresse Marionnette	Une marionnette bleue imprégnée de la fureur de Vengeresse.
11000024	Ardente_Vengeresse Marionnette	Une marionnette rouge imprégnée du chagrin de Vengeresse.
11000025	Verte_Vengeresse Marionnette	Une marionnette verte imprégnée de la rancœur de Vengeresse.
11000026	Lumineuse_Vengeresse Marionnette	Une marionnette dorée imprégnée du châtiment de Vengeresse.
11000027	Sombre_Vengeresse Marionnette	Une marionnette violette imprégnée de la malédiction de Vengeresse.
11000028	Pluvial_Bleuron Marionnette	Une marionnette de Bleuron, née de rêves de tempêtes.
11000029	Ardent_Feuron Marionnette	Une marionnette de Feuron, née de rêves d'allumettes.
11000030	Sylvestre_Veron Marionnette	Une marionnette de Veron, née de rêves de forêts.
11000031	Lumineux_Luron Marionnette	Une marionnette de Luron, née de rêves de clair de lune.
11000032	Sombre_Noiron Marionnette	Une marionnette de Noiron, née de rêves de nuits noires.
11000033	Roi_Dragon azur Marionnette	Une marionnette de Dragon azur, baptisée dans l'eau bénite.
11000034	Vorace_Hotte Marionnette	Une marionnette de Hotte qui ne mange que les enfants sages.
11000035	_Mona Marionnette	Une marionnette à l'image de Mona, dresseuse de démons paresseux.
11000036	_Lisa Marionnette	Une marionnette à l'image de Lisa, super succube de classe S.
11000037	_Davi Marionnette	Davi est si mignonne que même sa marionnette est adorable !
11000038	Audacieuse_Déméter Marionnette	Une marionnette à l'image de Déméter l'infirmière pour jouer au docteur.
11000039	Serviable_Dino Marionnette	Une marionnette de Dino fabriquée par accident.
11000040	Gardienne_Cù-Sith Marionnette	Une marionnette de chien de garde qui ne recule jamais devant le combat.
11000041	Frénétique_Éris Marionnette	Une marionnette à l'image d'Éris l'impitoyable.
11000042	Lucide_Cynthia Marionnette	Une marionnette à l'image de Cynthia l'héroïne.
11000043	Innocente_Freyja Marionnette	Une marionnette de Freyja qui a tendance à miauler.
11000044	Diligente_Alecto Marionnette	Une marionnette parfaite à l'image de la soubrette suprême, Alecto.
11000045	Paisible_Diane Marionnette	Une marionnette à l'image de Diane, souveraine de la forêt.
11000046	Indolente_Mnémosyne Marionnette	Une marionnette à l'image de Mnémosyne.
11000047	Malveillante_Calypso Marionnette	Une marionnette qui ressemble à Calypso, le cadeau idéal pour un rencard.
11000048	Exemplaire_Shamash Marionnette	Une marionnette de Shamash qui incarne un lapin justicier.
11000049	Dramatique_Byleth Marionnette	Une marionnette à l'image d'un prêtre superficiel.
11000050	Gardienne_Légende Marionnette	Une marionnette de Légende, emplie de loyauté envers son maître.
11000051	Martyre_Jeanne d'Arc Marionnette	Une marionnette de Jeanne d'Arc qui serait signe de bonne nouvelle pour les démons.
11000052	Réparateur_Ptah Marionnette	Une marionnette faite de la clé à molette de Ptah réparateur.
11000053	Déconnectée_Thémis Marionnette	Une marionnette de Thémis déguisée en bonne sœur.
11000054	Cynique_Pâris Marionnette	Une marionnette de Pâris approuvée par le critique en personne.
11000055	Substantielle_Goga Marionnette	Une marionnette emplie de la sincérité de Goga.
11000056	Impétueuse_Vesta Marionnette	Une marionnette de Vesta, qui ne connaît pas la peur.
11000057	Vengeresse_Médéia Marionnette	Une marionnette de Médéia. Elle ne peut pas parler.
11000058	Étincelant_Apollon Marionnette	Une marionnette à l'image d'Apollon le danseur.
11000059	Érudit_Elias Marionnette	Une marionnette emplie de la philosophie d'Elias.
11000060	Créative_Baphomet Marionnette	Une marionnette de Baphomet. Elle est futuriste et créative.
11000061	Affectueuse_Salmacis Marionnette	Une marionnette de Salmacis. Vous ne la verrez pas dans un magasin de jouets.
11000062	Stratège_Génie Marionnette	Une marionnette fabriquée pour louer Génie, la musicienne inégalée.
11000063	Guerrière_Valkyrie Marionnette	Une marionnette de Valkyrie. Les vrais guerriers ne s'arrêtent jamais !
11000064	Somnolente_Hypnos Marionnette	Une marionnette rapportée du monde illusoire d'Hypnos.
11000065	Ensorcelante_Médée Marionnette	Excellent choix ! Une marionnette incontournable pour les sorcières.
11000066	Captive_Kratos Marionnette	Une marionnette de Kratos, qui s'est sûrement échappée de prison. Si vous la voyez, alertez les autorités.
11000067	Destructrice_Sekhmet Marionnette	Une marionnette de Sekhmet.
11000068	Impétueux_Firo Marionnette	Vous ne verrez jamais Pyro, l'homme d'action, sans cette marionnette.
11000069	Impétueux_Phénix Marionnette	La marionnette distinctive de Phénix ! Ne lui dites pas qu'elle lui ressemble !
11000070	Songeuse_Hécate Marionnette	Une marionnette faite des rêves d'Hécate.
11000071	Amicale_Cheoyong Marionnette	Une marionnette à l'image de Cheoyong, le Child pressé.
11000072	_Judas Marionnette	Une marionnette de Judas, l'homme suprême.
11000073	Nocturne_Tiamat Marionnette	Une marionnette à l'image de la tyrannique Tiamat, qui agite impitoyablement sa lame.
11000074	Baroque_Vulcain Marionnette	Une marionnette de Vulcain qui saisit ce style rococo classique.
11000075	À l'écoute_Aréthuse Marionnette	Une marionnette à l'image d'Aréthuse, l'esprit de l'herbe et des feuilles.
11000076	Frénétique_Baal Marionnette	Une marionnette pour Baal, qui semble prêt à détruire tout ce qui lui tombe sous la main.
11000077	Heureuse_Euros Marionnette	Une marionnette d'Euros rien que pour vous.
11000078	Chimérique_Morgane Marionnette	Une marionnette de Morgane, qui se volatilise comme un mirage quand elle apparaît devant vous.
11000079	Entreprenante_Atalante Marionnette	Une marionnette portant le marteau de la justice d'Atalante.
11000080	Florissante_Idunn Marionnette	Une marionnette d'Idunn, qui tient une pomme sucrée.
11000081	Vaillante_Seshat Marionnette	Une marionnette qui travaille comme assistante pour Seshat, la détective de génie.
11000082	Abyssale_Tartare Marionnette	Une marionnette de Tartare, tout droit sortie des abysses.
11000083	Intrépide_Atropos Marionnette	Une marionnette d'Atropos la chanceuse, qui contre le mauvais sort.
11000084	Chasseresse_Jana Marionnette	Une marionnette de Jana fabriquée par une lycéenne qui se croit subversive.
11000085	Infortunée_Skuld Marionnette	Une marionnette de Skuld emplie d'une malédiction fatidique.
11000086	Subalterne_Leucé Marionnette	Une marionnette de Leucé. Les adultes stressés s'en servent pour se détendre.
11000087	Guerrière_Frigg Marionnette	Une marionnette emplie de la combativité de Frigg.
11000088	Mercenaire_Hector Marionnette	Une marionnette d'Hector. Elle est extrêmement résistante.
11000089	Nocturne_Artémis Marionnette	Une marionnette à l'image d'Artémis.
11000090	Petite_Coré Marionnette	Une marionnette fabriquée par Coré, la marionnettiste elle-même.
11000091	Dangereuse_Fortuna Marionnette	Une marionnette à l'esprit de compétition à l'image de Fortuna la parieuse.
11000092	Paresseux_Mayahuel Marionnette	Une marionnette à l'image de Mayahuel, le joli petit génie.
11000093	Ravissante_Éos Marionnette	Une marionnette à l'image d'Éos, fille de la destruction.
11000094	Brillante_Léda Marionnette	Une nouvelle marionnette à l'image de Léda.
11000095	Nocturne_Séléné Marionnette	Une marionnette à l'image de Séléné, déesse de la lune.
11000096	Dynamique_P'tite détective Marionnette	Une marionnette à l'image de P'tite détective, qui chasse les démons.
11000097	Aurorale_Perséphone Marionnette	Une marionnette bien habillée qui assiste Perséphone dans ses négociations.
11000098	Furieuse_Morrigan Marionnette	Une marionnette qui incarne la féminité de Morrigan.
11000099	Mélancolique_Nemain Marionnette	Une marionnette de Nemain. Elle contient du poison.
11000100	Punitive_Tisiphone Marionnette	Une marionnette de Tisiphone, dangereusement séductrice.
11000101	Fragrante_Europe Marionnette	Une marionnette d'Europe, qui ressemble à une fleur en pleine floraison.
11000102	Timide_Phrygie Marionnette	Une marionnette de Phrygie accompagnée d'une lettre.
11000103	Florissante_Érato Marionnette	Une marionnette d'Érato. Elle émet un parfum de rose.
11000104	Persévérante_Ambroisie Marionnette	Une marionnette qui adore la cuisine d'Ambroisie.
11000106	Explorateur_Fenrir Marionnette	Une marionnette à l'image de Fenrir, explorateur du désert.
11000107	Joyeuse_Quirinus Marionnette	Cette marionnette est l'amie de Quirinus.
11000108	Ingénieux_Calchas Marionnette	Une marionnette de Calchas. Elle semble porter chance.
11000109	Guerrière_Neith Marionnette	Une marionnette de Neith, dont la soif de combat n'est jamais étanchée.
11000110	Languissante_Melpomène Marionnette	Une marionnette de Melpomène. Votre voix est mise à jour si équipée.
11000111	Mélancolique_Sonnet Marionnette	Une marionnette de Sonnet, qui joue pour attrister son public.
11000112	Loyale_Yaga Marionnette	Une marionnette de Yaga, qui suit les sorcières partout.
11000113	Verdoyante_Flore Marionnette	Une marionnette de Flore. Elle sent les fleurs sauvages.
11000114	Nocturne_Muse Marionnette	Une marionnette de Muse. Elle joue de la guitare.
11000115	Florissante_Pomone Marionnette	Une marionnette de Pomone, qui se cachait dans des pétales de fleur.
11000116	Solitaire_Amor Marionnette	Une marionnette d'Amor, qui inspire l'amour.
11000117	Austère_Thot Marionnette	Une marionnette à l'image de Thot l'organisé.
11000118	Androïde_Sarah Marionnette	Une marionnette de Sarah l'androïde innocente.
11000119	Captive_Ishtar Marionnette	Une marionnette d'Ishtar, qui s'est ligotée.
11000120	Pom-pom girl_Thalie Marionnette	Une marionnette de Thalie, pom-pom girl des marionnettes.
11000121	Vagabonde_Élysée Marionnette	Une marionnette d'Élysée en maillot de bain. Attention à ne pas la perdre.
11000122	Ambivalente_Victoriae Marionnette	Une marionnette de Victoriae trouvée dans une ville déserte. Est-ce qu'elle porte chance ou... ?
11000123	Matinale_Guillotine Marionnette	Une marionnette qui assiste Guillotine dans ses activités.
11000124	Captive_Lady Marionnette	Une marionnette qui ressemble à Lady démente. Réfléchissez bien avant de briser son sceau.
11000125	Onirique_Halloween Marionnette	Une marionnette faite de cauchemars d'Halloween.
11000126	Impétueux_Agamemnon Marionnette	Une marionnette d'Agamemnon. Prêt à combattre, envers et contre tout.
11000127	Moraliste_Aton Marionnette	Une marionnette d'Aton, dont l'expression est cryptique.
11000128	Insistant_Flins Marionnette	Une marionnette de Flins, grand amateur de cuir.
11000129	Décisive_Titania Marionnette	Une marionnette étincelante de Titania.
11000130	Arlequine_Inanna Marionnette	Une marionnette à l'image d'Inanna, malfaitrice impitoyable.
11000131	Solstice d'été_Hébé Marionnette	Une marionnette d'Hébé. Elle sent le gin "Amour éternel".
11000132	Rayonnante_Yuna Marionnette	Une marionnette de Yuna emplie de sa tendresse.
11000133	Téméraire_Hermod Marionnette	Une marionnette d'Hermod trouvée dans une ruelle sombre.
11000134	Imitative_Isis Marionnette	Une marionnette fabriquée par Isis, la beauté nationale en personne.
11000135	Princesse_Cybèle Marionnette	Une marionnette de Cybèle, la petite princesse qui dompte les bêtes.
11000136	Silencieuse_Zélos Marionnette	Une marionnette de Zélos au sourire mystérieux.
11000137	Surnaturel_Merlin Marionnette	Vous avez obtenu une marionnette de Merlin le magicien.
11000138	Enchanteresse_Eldorado Marionnette	Une marionnette d'Eldorado constituée à 99 % d'or.
11000139	Indésirable_Rudolphe Marionnette	Une marionnette de Rudolphe trouvée dans son sac.
11000140	Faux_Mille Marionnette	La marionnette très prévenante de Mille qui indique son point faible.
11000141	Fantastique_Daphné Marionnette	Une marionnette de Daphné, qui vient d'une utopie lointaine.
11000142	Électrique_Argès Marionnette	Une marionnette d'Argès. Mais qu'est-ce qu'elle a renversé dessus ?
11000143	Militant_Hercule Marionnette	Une marionnette d'Hercule, guerrier antique.
11000144	Explosive_Danu Marionnette	Une marionnette de Danu l'égocentrique. Touchez-la si vous voulez souffrir.
11000145	Festival_Typhon Marionnette	Une marionnette qui incarne l'esprit d'Halloween.
11000146	Mélodieuse_Bast Marionnette	Une marionnette de Bast fabriquée en retraçant ses brumeux souvenirs de félin.
11000147	Songeuse_Inconnue Marionnette	Une marionnette d'Inconnue fabriquée pour la sortir de ses rêves.
11000148	Estimable_Pietas Marionnette	Une marionnette de Pietas, spécialiste de la résolution de problèmes en tenue de soubrette.
