// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	Invitation	From Death		
20300007	Lv.7	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300008	Lv.8	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300009	Lv.9	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300010	Lv.10	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300011	Lv.11	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300012	Lv.12	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300013	Lv.13	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300014	Lv.14	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300015	Lv.15	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300016	Lv.16	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300017	Lv.17	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300018	Lv.18	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300019	Lv.19	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300020	Lv.20	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300021	Lv.21	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300022	Lv.22	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300023	Lv.23	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300024	Lv.24	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300025	Lv.25	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300026	Lv.26	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300027	Lv.27	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300028	Lv.28	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300029	Lv.29	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20300030	Lv.30	Aurora King	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400001	Lv.1	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400002	Lv.2	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400003	Lv.3	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400004	Lv.4	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400005	Lv.5	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400006	Lv.6	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400007	Lv.7	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400008	Lv.8	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400009	Lv.9	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400010	Lv.10	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400011	Lv.11	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400012	Lv.12	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400013	Lv.13	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400014	Lv.14	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400015	Lv.15	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400016	Lv.16	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400017	Lv.17	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400018	Lv.18	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400019	Lv.19	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400020	Lv.20	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400021	Lv.21	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400022	Lv.22	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400023	Lv.23	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400024	Lv.24	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400025	Lv.25	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400026	Lv.26	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400027	Lv.27	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400028	Lv.28	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400029	Lv.29	Golden Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20400030	Lv.30	Aurora King	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500001	Lv.1	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500002	Lv.2	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500003	Lv.3	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500004	Lv.4	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500005	Lv.5	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500006	Lv.6	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500007	Lv.7	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500008	Lv.8	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500009	Lv.9	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500010	Lv.10	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500011	Lv.11	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500012	Lv.12	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500013	Lv.13	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500014	Lv.14	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500015	Lv.15	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500016	Lv.16	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500017	Lv.17	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500018	Lv.18	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500019	Lv.19	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500020	Lv.20	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
20500021	Lv.21	Charinn	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>, <color=ff7b02>Debuff Duration</color><color=ffc400>↓</color>
